#Table1
bestobjID,ra,dec,z
1237662524159754592,195.55172,13.68245,7.042665
1237662524159754592,195.55172,13.68245,7.042665
1237662524159754592,195.55172,13.68245,7.042665
1237662524159754592,195.55172,13.68245,7.042665
1237662524159754592,195.55172,13.68245,7.042665
